Description	Frames Taken	Total Frames	Slot #1	Slot #2	Slot #3	Slot #4	Slot #5	Slot #6	Slot #7	Slot #8	Slot #9	Slot #10	Slot #11	Slot #12	Slot #13	Slot #14	Slot #15	Slot #16	Slot #17	Slot #18	Slot #19	Slot #20	Shroom Fry	Shroom Roast	Shroom Steak	Honey Shroom	Maple Shroom	Jelly Shroom	Honey Super	Maple Super	Jelly Super	Honey Ultra	Maple Ultra	Jelly Ultra	Zess Dinner	Zess Special	Zess Deluxe	Spaghetti	Koopasta	Spicy Pasta	Ink Pasta	Spicy Soup	Fried Egg	Omelette Meal	Koopa Bun	Healthy Salad	Meteor Meal	Couples Cake	Mousse Cake	Shroom Cake	Choco Cake	Heartful Cake	Fruit Parfait	Mango Delight	Love Pudding	Zess Cookie	Shroom Crepe	Peach Tart	Koopa Tea	Zess Tea	Shroom Broth	Fresh Juice	Inky Sauce	Icicle Pop	Zess Frappe	Snow Bunny	Coco Candy	Honey Candy	Jelly Candy	Electro Pop	Fire Pop	Space Food	Poison Shroom	Trial Stew	Courage Meal	Coconut Bomb	Egg Bomb	Zess Dynamite	Mistake	Dried Bouquet
Use Golden Leaf in slot 18 and Turtley Leaf in slot 16 to make Healthy Salad, toss Jelly Super in slot 2	93	2712	Jammin Jelly	Healthy Salad	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Mystery	Poison Shroom	Inky Sauce	Ice Storm	Shooting Star	Shroom Steak	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	True	True	False	True	False	False	False	True	False	False	False
Use Healthy Salad in slot 2 and Shroom Steak in slot 15 to make Zess Deluxe, auto-placed in slot 2	66	2778	Jammin Jelly	Zess Deluxe	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Mystery	Poison Shroom	Inky Sauce	Ice Storm	Shooting Star	Shroom Steak	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False	True	True	False	True	False	False	False	True	False	False	False
Use Golden Leaf in slot 18 and Ice Storm in slot 13 to make Snow Bunny, toss Zess Deluxe in slot 2	99	2877	Jammin Jelly	Snow Bunny	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Mystery	Poison Shroom	Inky Sauce	Ice Storm	Shooting Star	Shroom Steak	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	False	False	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	True	False	True	True	False	True	False	False	False	True	False	False	False
Use Snow Bunny in slot 2 and Spicy Soup in slot 20 to make Couples Cake, auto-placed in slot 2	56	2933	Jammin Jelly	Couples Cake	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Mystery	Poison Shroom	Inky Sauce	Ice Storm	Shooting Star	Shroom Steak	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	True	False	True	True	False	True	False	False	False	True	False	False	False
Use Couples Cake in slot 2 and Poison Shroom in slot 11 to make Trial Stew, auto-placed in slot 2	72	3005	Jammin Jelly	Trial Stew	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Mystery	Poison Shroom	Inky Sauce	Ice Storm	Shooting Star	Shroom Steak	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	True	False	True	True	False	True	True	False	False	True	False	False	False
Use Shroom Steak in slot 15 and Shooting Star in slot 14 to make (and toss) Meteor Meal	101	3106	Jammin Jelly	Trial Stew	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Mystery	Poison Shroom	Inky Sauce	Ice Storm	Shooting Star	Shroom Steak	Turtley Leaf	Cake Mix	Golden Leaf	Ultra Shroom	Spicy Soup	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	True	False	True	True	False	True	True	False	False	True	False	False	False
Sort - Alphabetical	38	3144	Spicy Soup	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Shroom Steak	Shooting Star	Ice Storm	Trial Stew	Inky Sauce	Poison Shroom	Mystery	Egg Bomb	Electro Pop	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Ultra	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	True	False	True	True	False	True	True	False	False	True	False	False	False
Ch.5 Break: DB put in slot 10, CO put in slot 9, KM put in slot 7, CS put in slot 6	140	3284	Spicy Soup	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Courage Shell	Keel Mango	Ice Storm	Coconut	Dried Bouquet	Poison Shroom	Mystery	Egg Bomb	Electro Pop	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Ultra	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	True	False	True	True	False	True	True	False	False	True	False	False	True
Use Jammin Jelly in slot 20 and Ice Storm in slot 8 to make Zess Frappe, auto-placed in slot 8	68	3352	Spicy Soup	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Courage Shell	Keel Mango	Zess Frappe	Coconut	Dried Bouquet	Poison Shroom	Mystery	Egg Bomb	Electro Pop	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Ultra	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	False	True	True	False	False	True	False	False	True
Use Spicy Soup in slot 1 and Dried Bouquet in slot 10 to make Space Food, auto-placed in slot 1	70	3422	Space Food	Ultra Shroom	Golden Leaf	Cake Mix	Turtley Leaf	Courage Shell	Keel Mango	Zess Frappe	Coconut	NULL	Poison Shroom	Mystery	Egg Bomb	Electro Pop	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Ultra	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Sort - Reverse Alphabetical	40	3462	Jammin Jelly	Coconut	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Zess Frappe	Mystery	Poison Shroom	Keel Mango	Turtley Leaf	Courage Shell	Cake Mix	Golden Leaf	Ultra Shroom	Space Food	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Use Cake Mix in slot 16 and Keel Mango in slot 13 to make Mango Delight, toss Hot Dog in slot 5	105	3567	Jammin Jelly	Coconut	Maple Ultra	Mousse Cake	Mango Delight	Mystic Egg	Fire Flower	Electro Pop	Egg Bomb	Zess Frappe	Mystery	Poison Shroom	Keel Mango	Turtley Leaf	Courage Shell	Cake Mix	Golden Leaf	Ultra Shroom	Space Food	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Use Mango Delight in slot 5 and Mystic Egg in slot 6 to make Love Pudding, auto-placed in slot 5	68	3635	Jammin Jelly	Coconut	Maple Ultra	Mousse Cake	Love Pudding	NULL	Fire Flower	Electro Pop	Egg Bomb	Zess Frappe	Mystery	Poison Shroom	Keel Mango	Turtley Leaf	Courage Shell	Cake Mix	Golden Leaf	Ultra Shroom	Space Food	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Use Turtley Leaf in slot 14 and Keel Mango in slot 13 to make Koopa Bun, auto-placed in slot 6	78	3713	Jammin Jelly	Coconut	Maple Ultra	Mousse Cake	Love Pudding	Koopa Bun	Fire Flower	Electro Pop	Egg Bomb	Zess Frappe	Mystery	Poison Shroom	Keel Mango	Turtley Leaf	Courage Shell	Cake Mix	Golden Leaf	Ultra Shroom	Space Food	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Sort - Reverse Type	41	3754	Egg Bomb	Poison Shroom	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Use Ultra Shroom in slot 19 and Jammin Jelly in slot 18 to make (and toss) Jelly Ultra	81	3835	Egg Bomb	Poison Shroom	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Use Ultra Shroom in slot 19 and Fire Flower in slot 17 to make Zess Special, toss Poison Shroom in slot 2	85	3920	Egg Bomb	Zess Special	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	False	False	True	False	False	True
Use Zess Special in slot 2 and Courage Shell in slot 16 to make Courage Meal, auto-placed in slot 2	62	3982	Egg Bomb	Courage Meal	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	False	True	False	False	True
Use Fire Flower in slot 17 and Coconut in slot 14 to make Coconut Bomb, toss Courage Meal in slot 2	95	4077	Egg Bomb	Coconut Bomb	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	False	False	True
Use Egg Bomb in slot 1 and Coconut Bomb in slot 2 to make Zess Dynamite, auto-placed in slot 1	56	4133	Zess Dynamite	NULL	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	False	True
Use Jammin Jelly in slot 18 and Keel Mango in slot 12 to make Fruit Parfait, auto-placed in slot 2	72	4205	Zess Dynamite	Fruit Parfait	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	False	True
Use Jammin Jelly in slot 18 and Cake Mix in slot 11 to make Jelly Candy, toss Zess Dynamite in slot 1	97	4302	Jelly Candy	Fruit Parfait	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	True
Use Coconut in slot 14 and Cake Mix in slot 11 to make Coco Candy, toss Jelly Candy in slot 1	105	4407	Coco Candy	Fruit Parfait	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True
Use Coco Candy in slot 1 to make Mistake, auto-placed in slot 1 (No-Toss 5 Frame Penalty for Jump Storage)	5	4412	Mistake	Fruit Parfait	Space Food	Electro Pop	Zess Frappe	Love Pudding	Mousse Cake	Koopa Bun	Maple Ultra	Turtley Leaf	Cake Mix	Keel Mango	Golden Leaf	Coconut	Mystery	Courage Shell	Fire Flower	Jammin Jelly	Ultra Shroom	BLOCKED	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
