Description	Frames Taken	Total Frames	Slot #1	Slot #2	Slot #3	Slot #4	Slot #5	Slot #6	Slot #7	Slot #8	Slot #9	Slot #10	Slot #11	Slot #12	Slot #13	Slot #14	Slot #15	Slot #16	Slot #17	Slot #18	Slot #19	Slot #20	Shroom Fry	Shroom Roast	Shroom Steak	Honey Shroom	Maple Shroom	Jelly Shroom	Honey Super	Maple Super	Jelly Super	Honey Ultra	Maple Ultra	Jelly Ultra	Zess Dinner	Zess Special	Zess Deluxe	Spaghetti	Koopasta	Spicy Pasta	Ink Pasta	Spicy Soup	Fried Egg	Omelette Meal	Koopa Bun	Healthy Salad	Meteor Meal	Couples Cake	Mousse Cake	Shroom Cake	Choco Cake	Heartful Cake	Fruit Parfait	Mango Delight	Love Pudding	Zess Cookie	Shroom Crepe	Peach Tart	Koopa Tea	Zess Tea	Shroom Broth	Fresh Juice	Inky Sauce	Icicle Pop	Zess Frappe	Snow Bunny	Coco Candy	Honey Candy	Jelly Candy	Electro Pop	Fire Pop	Space Food	Poison Shroom	Trial Stew	Courage Meal	Coconut Bomb	Egg Bomb	Zess Dynamite	Mistake	Dried Bouquet
Ch.5 Break: DB auto-slot 8, CO put in slot 9, KM put in slot 7, CS put in slot 3	95	2653	Couples Cake	Ultra Shroom	Courage Shell	Cake Mix	Turtley Leaf	Spicy Pasta	Keel Mango	Dried Bouquet	Coconut	Slow Shroom	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Hot Sauce	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	False	True	True	True	False	True	False	False	True	False	False	False	False	False	True	False	False	True
Use Jammin Jelly in slot 20 and Dried Bouquet in slot 8 to make Space Food, auto-placed in slot 8	68	2721	Couples Cake	Ultra Shroom	Courage Shell	Cake Mix	Turtley Leaf	Spicy Pasta	Keel Mango	Space Food	Coconut	Slow Shroom	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Hot Sauce	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	False	True	True	True	False	True	False	False	True	True	False	False	False	False	True	False	False	True
Sort - Alphabetical	38	2759	Couples Cake	Space Food	Ultra Shroom	Cake Mix	Courage Shell	Turtley Leaf	Spicy Pasta	Slow Shroom	Keel Mango	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Coconut	Hot Sauce	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	False	True	True	True	False	True	False	False	True	True	False	False	False	False	True	False	False	True
Use Coconut in slot 18 and Fire Flower in slot 13 to make Coconut Bomb, toss Space Food in slot 2	99	2858	Couples Cake	Coconut Bomb	Ultra Shroom	Cake Mix	Courage Shell	Turtley Leaf	Spicy Pasta	Slow Shroom	Keel Mango	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Coconut	Hot Sauce	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	False	True	True	True	False	True	False	False	True	True	False	False	False	True	True	False	False	True
Use Coconut Bomb in slot 2 and Egg Bomb in slot 11 to make Zess Dynamite, auto-placed in slot 2	72	2930	Couples Cake	Zess Dynamite	Ultra Shroom	Cake Mix	Courage Shell	Turtley Leaf	Spicy Pasta	Slow Shroom	Keel Mango	Mystery	Egg Bomb	Volt Shroom	Fire Flower	Mystic Egg	Hot Dog	Mousse Cake	Maple Syrup	Coconut	Hot Sauce	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	False	True	True	True	False	True	False	False	True	True	False	False	False	True	True	True	False	True
Sort - Reverse Alphabetical	40	2970	Jammin Jelly	Hot Sauce	Coconut	Maple Syrup	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Volt Shroom	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	False	True	True	True	False	True	False	False	True	True	False	False	False	True	True	True	False	True
Use Coconut in slot 3 and Cake Mix in slot 18 to make Coco Candy, auto-placed in slot 3	62	3032	Jammin Jelly	Hot Sauce	Coco Candy	Maple Syrup	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Volt Shroom	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	False	True	True	True	True	True	False	False	True	True	False	False	False	True	True	True	False	True
Use Ultra Shroom in slot 19 and Maple Syrup in slot 4 to make Maple Ultra, auto-placed in slot 4	62	3094	Jammin Jelly	Hot Sauce	Coco Candy	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Volt Shroom	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	False	True	True	True	True	True	False	False	True	True	False	False	False	True	True	True	False	True
Use Hot Sauce in slot 2 and Turtley Leaf in slot 16 to make Inky Sauce, auto-placed in slot 2	64	3158	Jammin Jelly	Inky Sauce	Coco Candy	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Fire Flower	Volt Shroom	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	False	False	False	True	True	True	False	True
Use Ultra Shroom in slot 19 and Fire Flower in slot 8 to make Zess Special, auto-placed in slot 8	70	3228	Jammin Jelly	Inky Sauce	Coco Candy	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Zess Special	Volt Shroom	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	False	False	False	True	True	True	False	True
Use Courage Shell in slot 17 and Zess Special in slot 8 to make Courage Meal, auto-placed in slot 8	74	3302	Jammin Jelly	Inky Sauce	Coco Candy	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Courage Meal	Volt Shroom	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	False	False	True	True	True	True	False	True
Use Cake Mix in slot 18 and Volt Shroom in slot 9 to make Electro Pop, auto-placed in slot 9	74	3376	Jammin Jelly	Inky Sauce	Coco Candy	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Courage Meal	Electro Pop	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False	True	True	True	True	False	True
Use Cake Mix in slot 18 and Keel Mango in slot 13 to make Mango Delight, toss Coco Candy in slot 3	101	3477	Jammin Jelly	Inky Sauce	Mango Delight	Maple Ultra	Mousse Cake	Hot Dog	Mystic Egg	Courage Meal	Electro Pop	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False	True	True	True	True	False	True
Use Mango Delight in slot 3 and Mystic Egg in slot 7 to make Love Pudding, auto-placed in slot 3	66	3543	Jammin Jelly	Inky Sauce	Love Pudding	Maple Ultra	Mousse Cake	Hot Dog	NULL	Courage Meal	Electro Pop	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	True	True	False	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False	True	True	True	True	False	True
Use Turtley Leaf in slot 16 and Keel Mango in slot 13 to make Koopa Bun, auto-placed in slot 7	78	3621	Jammin Jelly	Inky Sauce	Love Pudding	Maple Ultra	Mousse Cake	Hot Dog	Koopa Bun	Courage Meal	Electro Pop	Egg Bomb	Zess Dynamite	Mystery	Keel Mango	Slow Shroom	Spicy Pasta	Turtley Leaf	Courage Shell	Cake Mix	Ultra Shroom	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False	True	True	True	True	False	True
Sort - Alphabetical	38	3659	Couples Cake	Ultra Shroom	Cake Mix	Courage Shell	Courage Meal	Turtley Leaf	Koopa Bun	Spicy Pasta	Slow Shroom	Inky Sauce	Keel Mango	Mystery	Zess Dynamite	Love Pudding	Egg Bomb	Electro Pop	Hot Dog	Mousse Cake	Maple Ultra	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False	True	True	True	True	False	True
Use Ultra Shroom in slot 2 and Jammin Jelly in slot 20 to make Jelly Ultra, auto-placed in slot 2	56	3715	Couples Cake	Jelly Ultra	Cake Mix	Courage Shell	Courage Meal	Turtley Leaf	Koopa Bun	Spicy Pasta	Slow Shroom	Inky Sauce	Keel Mango	Mystery	Zess Dynamite	Love Pudding	Egg Bomb	Electro Pop	Hot Dog	Mousse Cake	Maple Ultra	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	False	False	True	True	True	True	False	True
Use Jammin Jelly in slot 20 and Cake Mix in slot 3 to make Jelly Candy, auto-placed in slot 3	58	3773	Couples Cake	Jelly Ultra	Jelly Candy	Courage Shell	Courage Meal	Turtley Leaf	Koopa Bun	Spicy Pasta	Slow Shroom	Inky Sauce	Keel Mango	Mystery	Zess Dynamite	Love Pudding	Egg Bomb	Electro Pop	Hot Dog	Mousse Cake	Maple Ultra	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	False	True
Use Jammin Jelly in slot 20 and Keel Mango in slot 11 to make (and toss) Fruit Parfait	97	3870	Couples Cake	Jelly Ultra	Jelly Candy	Courage Shell	Courage Meal	Turtley Leaf	Koopa Bun	Spicy Pasta	Slow Shroom	Inky Sauce	Keel Mango	Mystery	Zess Dynamite	Love Pudding	Egg Bomb	Electro Pop	Hot Dog	Mousse Cake	Maple Ultra	Jammin Jelly	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	False	True
Sort - Reverse Alphabetical	40	3910	Jammin Jelly	Jelly Candy	Jelly Ultra	Maple Ultra	Mousse Cake	Hot Dog	Electro Pop	Egg Bomb	Love Pudding	Zess Dynamite	Mystery	Keel Mango	Inky Sauce	Slow Shroom	Spicy Pasta	Koopa Bun	Turtley Leaf	Courage Meal	Courage Shell	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	False	True
Use Mousse Cake in slot 5 and Inky Sauce in slot 13 to make Choco Cake, auto-placed in slot 5	76	3986	Jammin Jelly	Jelly Candy	Jelly Ultra	Maple Ultra	Choco Cake	Hot Dog	Electro Pop	Egg Bomb	Love Pudding	Zess Dynamite	Mystery	Keel Mango	Inky Sauce	Slow Shroom	Spicy Pasta	Koopa Bun	Turtley Leaf	Courage Meal	Courage Shell	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	False	True
Use Spicy Pasta in slot 15 and Inky Sauce in slot 13 to make Ink Pasta, toss Jammin Jelly in slot 1	103	4089	Ink Pasta	Jelly Candy	Jelly Ultra	Maple Ultra	Choco Cake	Hot Dog	Electro Pop	Egg Bomb	Love Pudding	Zess Dynamite	Mystery	Keel Mango	Inky Sauce	Slow Shroom	Spicy Pasta	Koopa Bun	Turtley Leaf	Courage Meal	Courage Shell	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True	True	False	True
Use Slow Shroom in slot 14 and Inky Sauce in slot 13 to make Poison Shroom, toss Ink Pasta in slot 1	105	4194	Poison Shroom	Jelly Candy	Jelly Ultra	Maple Ultra	Choco Cake	Hot Dog	Electro Pop	Egg Bomb	Love Pudding	Zess Dynamite	Mystery	Keel Mango	Inky Sauce	Slow Shroom	Spicy Pasta	Koopa Bun	Turtley Leaf	Courage Meal	Courage Shell	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	False	True
Use Poison Shroom in slot 1 and Couples Cake in slot 20 to make Trial Stew, auto-placed in slot 1	56	4250	Trial Stew	Jelly Candy	Jelly Ultra	Maple Ultra	Choco Cake	Hot Dog	Electro Pop	Egg Bomb	Love Pudding	Zess Dynamite	Mystery	Keel Mango	Inky Sauce	Slow Shroom	Spicy Pasta	Koopa Bun	Turtley Leaf	Courage Meal	Courage Shell	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True
Use Trial Stew in slot 1 to make Mistake, auto-placed in slot 1 (No-Toss 5 Frame Penalty for Jump Storage)	5	4255	Mistake	Jelly Candy	Jelly Ultra	Maple Ultra	Choco Cake	Hot Dog	Electro Pop	Egg Bomb	Love Pudding	Zess Dynamite	Mystery	Keel Mango	Inky Sauce	Slow Shroom	Spicy Pasta	Koopa Bun	Turtley Leaf	Courage Meal	Courage Shell	Couples Cake	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
